company_size,customer_segment,contract_type,plan_type,region,age_group,onboarding_completion_pct,arpu,mrr,mrr_segment,expansion_mrr,payment_failures_6m,tenure_months,tenure_bucket,dau_wau_ratio,feature_adoption_rate,login_frequency_monthly,api_calls_monthly,integrations_active,seats_utilized_pct,usage_trend_3m,usage_trend_6m,support_tickets_6m,avg_ticket_resolution_days,nps_score,csat_score,executive_sponsor,decision_maker_change,qbr_meetings_yearly,health_score,customer_growth_pct,competitor_evaluation,contract_renewal_days,churned
1,SMB,0,Standard,North America,36-50,10.0,157.2,4432.28,Low Value,36.69,2,9,6-12 months,0.075,0.471,12.4,176.0,0,30.2,-0.406,-0.434,17,14.0,4,2.1,0,1,1,36.0,2.16,1,54,1
1,SMB,0,Premium,APAC,50+,48.9,412.97,14596.3,High Value,54.35,3,7,6-12 months,0.278,0.152,13.4,1970.0,0,5.0,-0.371,-0.35,12,6.1,4,1.1,0,0,0,48.4,-10.96,1,82,1
1,SMB,1,Premium,North America,26-35,54.2,970.83,10663.52,Low Value,203.9,0,13,1-2 years,0.357,0.702,59.5,90463.0,1,88.0,0.747,0.794,4,0.5,9,3.1,1,0,4,92.7,70.44,0,136,0
1,SMB,0,Premium,APAC,50+,10.0,523.57,6598.52,Mid Value,50.99,2,15,1-2 years,0.01,0.306,9.0,1273.0,1,6.8,-0.114,-0.134,16,8.7,5,2.5,0,2,2,48.3,-30.35,1,78,1
3,Enterprise,0,Premium,North America,26-35,80.2,298.44,15656.98,Low Value,503.92,0,66,> 2 years,0.348,0.334,64.0,4842.0,6,43.8,-0.041,-0.079,3,3.5,8,3.6,1,0,4,97.4,62.6,0,130,0
3,Enterprise,1,Premium,Europe,36-50,61.5,1926.59,104176.72,High Value,1095.94,0,31,> 2 years,0.6,0.702,28.0,66218.0,11,63.1,0.644,0.559,7,3.2,10,4.4,0,1,2,85.2,-6.93,0,263,0
3,Enterprise,1,Standard,APAC,18-25,79.2,1565.07,79636.43,High Value,327.5,2,15,1-2 years,0.217,0.428,45.0,96040.0,11,90.7,0.845,0.69,1,2.6,10,3.7,0,1,1,69.1,3.26,1,79,0
1,SMB,0,Premium,APAC,26-35,52.7,342.86,5891.5,Low Value,1181.15,0,28,> 2 years,0.403,0.718,41.3,73661.0,7,61.1,-0.265,-0.222,4,4.7,8,4.7,0,2,3,75.2,48.7,1,343,0
3,Enterprise,1,Premium,APAC,18-25,40.0,663.01,26782.55,Low Value,1188.68,0,10,6-12 months,0.295,0.413,61.0,59391.0,11,99.8,0.514,0.531,5,3.3,9,4.4,1,1,2,87.7,19.83,0,32,0
2,Mid-Market,1,Basic,APAC,50+,80.7,260.07,10841.79,Low Value,1098.6,0,14,1-2 years,0.122,0.522,35.6,19148.0,10,60.3,0.735,0.604,6,0.8,8,4.0,1,0,1,98.8,69.62,0,308,0
3,Enterprise,0,Basic,APAC,26-35,73.2,1083.44,62167.09,Mid Value,1292.21,0,52,> 2 years,0.413,0.568,36.4,12656.0,6,70.5,-0.191,-0.213,1,2.2,10,3.7,1,0,3,76.0,-1.75,0,167,0
3,Enterprise,1,Premium,APAC,18-25,61.1,1713.57,103536.48,High Value,1395.77,0,61,> 2 years,0.426,0.546,57.9,9038.0,9,58.0,0.114,0.054,7,4.0,5,4.1,1,1,1,96.4,29.07,0,180,0
1,SMB,0,Premium,LATAM,18-25,40.0,834.74,19223.24,Low Value,927.73,0,15,1-2 years,0.431,0.677,32.3,95439.0,3,86.8,0.702,0.685,1,1.4,8,4.4,1,0,1,76.9,49.14,0,294,0
3,Enterprise,0,Standard,North America,18-25,64.0,1621.12,159374.66,High Value,367.61,1,42,> 2 years,0.4,0.47,54.8,24590.0,8,85.0,-0.141,-0.217,5,2.1,5,4.2,0,0,1,79.1,1.63,0,155,0
3,Enterprise,1,Standard,LATAM,50+,75.8,1213.57,138862.45,High Value,777.45,0,49,> 2 years,0.121,0.665,39.9,53142.0,5,30.0,0.2,0.196,3,1.0,10,4.3,1,1,1,100.0,41.53,1,135,0
1,SMB,1,Standard,APAC,50+,84.9,200.51,2190.17,Low Value,256.04,0,5,< 6 months,0.416,0.575,40.3,91927.0,10,61.2,0.63,0.84,4,3.2,7,3.9,0,2,2,100.0,20.44,0,140,0
3,Enterprise,1,Standard,LATAM,18-25,84.1,2075.31,82304.94,High Value,110.58,0,33,> 2 years,0.713,0.308,35.8,6620.0,4,45.9,0.293,0.358,7,5.5,6,3.7,1,1,4,68.6,12.43,0,188,0
1,SMB,1,Basic,APAC,26-35,40.8,257.12,5392.67,Low Value,84.07,2,4,< 6 months,0.294,0.231,9.5,1691.0,2,57.3,0.102,0.078,17,11.3,1,2.6,0,1,0,9.3,-29.96,1,52,1
3,Enterprise,2,Standard,APAC,36-50,69.6,911.16,67175.65,Mid Value,361.63,0,68,> 2 years,0.202,0.504,54.1,17236.0,6,92.1,0.404,0.298,4,4.8,8,3.7,1,0,1,62.7,18.94,0,211,0
2,Mid-Market,0,Premium,Europe,36-50,84.3,1704.04,94498.26,High Value,233.83,1,56,> 2 years,0.729,0.748,14.6,36404.0,4,66.7,0.718,0.603,2,2.9,9,3.5,1,0,4,81.4,-2.41,0,298,0
3,Enterprise,0,Standard,LATAM,50+,29.3,310.2,32694.67,High Value,196.85,3,23,1-2 years,0.01,0.189,14.1,1318.0,3,42.6,-0.428,-0.581,12,13.2,7,2.3,0,2,2,24.3,7.76,1,26,1
2,Mid-Market,1,Premium,LATAM,26-35,65.5,1304.34,96038.59,High Value,1020.58,0,61,> 2 years,0.587,0.605,15.3,23696.0,2,100.0,0.276,0.282,7,1.1,10,4.4,1,2,4,87.7,67.03,0,294,0
2,Mid-Market,1,Standard,APAC,50+,19.5,167.75,13352.42,Mid Value,115.88,1,4,< 6 months,0.208,0.617,7.2,2556.0,0,39.8,-0.602,-0.753,14,11.2,5,2.5,0,0,0,38.2,-4.25,1,78,1
2,Mid-Market,1,Enterprise,Europe,26-35,84.1,1987.29,141295.2,High Value,1132.75,0,18,1-2 years,0.393,0.669,44.1,23673.0,2,92.2,0.617,0.778,2,4.1,7,4.2,1,0,1,78.2,79.16,0,325,0
3,Enterprise,0,Standard,North America,36-50,81.8,1116.12,39620.45,Mid Value,166.79,1,22,1-2 years,0.265,0.327,31.9,63693.0,5,64.5,0.815,0.997,1,4.2,9,4.9,1,0,3,59.6,64.05,0,312,0
2,Mid-Market,2,Basic,North America,26-35,80.2,1597.67,42297.63,Mid Value,666.43,0,30,> 2 years,0.354,0.934,32.8,64064.0,1,80.6,0.052,-0.052,5,0.6,10,4.3,1,0,4,59.7,42.04,0,255,0
1,SMB,1,Premium,LATAM,18-25,73.4,2418.98,57524.15,Mid Value,164.82,1,68,> 2 years,0.493,0.581,6.7,35144.0,2,75.5,0.935,1.249,1,3.6,9,4.7,1,0,1,71.5,17.59,1,337,0
3,Enterprise,2,Standard,Europe,36-50,62.6,983.79,108998.07,High Value,409.98,1,56,> 2 years,0.494,0.728,47.9,29731.0,9,67.9,-0.1,-0.071,5,4.4,9,4.4,1,0,3,78.9,70.61,0,180,0
1,SMB,0,Standard,LATAM,50+,36.5,614.15,7231.54,Mid Value,85.05,5,5,< 6 months,0.076,0.666,12.4,3418.0,3,67.3,0.065,0.055,9,15.3,1,1.5,0,3,1,20.5,-2.77,1,-4,1
2,Mid-Market,0,Standard,Europe,26-35,38.9,321.48,13270.97,Mid Value,59.05,4,5,< 6 months,0.458,0.116,8.0,2127.0,0,5.0,0.253,0.228,9,9.9,2,3.0,0,1,0,15.9,-17.97,1,21,1
2,Mid-Market,1,Standard,North America,50+,100.0,1277.14,90864.06,High Value,1192.12,1,26,> 2 years,0.416,0.845,6.3,55383.0,6,64.1,0.02,0.02,4,2.1,10,3.3,1,0,1,70.3,28.73,1,279,0
1,SMB,1,Standard,North America,26-35,71.2,956.62,32165.91,Low Value,326.27,1,62,> 2 years,0.259,0.69,36.6,23755.0,7,81.1,0.131,0.013,0,3.1,6,3.6,0,1,3,98.3,3.12,0,126,0
1,SMB,1,Premium,APAC,26-35,65.1,1769.3,43845.84,Mid Value,183.58,1,21,1-2 years,0.749,0.815,26.0,71200.0,7,98.7,0.152,0.184,7,4.8,5,3.6,1,1,4,87.7,41.41,0,133,0
3,Enterprise,0,Basic,LATAM,36-50,10.7,276.93,31919.89,High Value,0.74,2,1,< 6 months,0.13,0.075,10.8,870.0,3,12.6,0.171,0.151,4,9.4,5,2.3,0,2,2,38.6,-19.23,1,71,1
2,Mid-Market,0,Standard,North America,26-35,72.2,2224.63,139346.78,High Value,1421.73,0,56,> 2 years,0.591,0.811,55.6,86497.0,5,64.4,0.457,0.483,3,0.6,5,3.9,0,1,4,89.9,82.86,0,262,0
2,Mid-Market,0,Basic,APAC,26-35,35.9,233.31,4154.97,Low Value,104.57,2,21,1-2 years,0.032,0.093,8.7,648.0,1,32.2,-0.14,-0.103,20,8.0,7,1.9,0,3,1,36.2,2.66,1,84,1
1,SMB,2,Basic,Europe,50+,29.0,322.04,7448.02,Mid Value,189.91,3,13,1-2 years,0.104,0.486,12.8,1916.0,0,21.3,-0.932,-0.818,18,6.4,6,1.9,0,0,2,32.5,2.96,1,-12,1
2,Mid-Market,2,Standard,North America,26-35,21.1,173.43,13357.91,Mid Value,91.54,3,2,< 6 months,0.413,0.345,7.6,3402.0,3,30.7,-0.728,-0.971,4,6.9,3,2.5,0,1,2,25.3,-17.01,1,53,1
2,Mid-Market,0,Standard,LATAM,26-35,56.7,865.48,26947.98,Low Value,964.47,0,54,> 2 years,0.486,0.348,16.5,6596.0,2,83.8,-0.172,-0.162,0,3.4,8,4.3,1,2,1,84.2,68.1,0,63,0
1,SMB,0,Standard,North America,36-50,40.0,135.77,4543.78,Low Value,299.43,0,66,> 2 years,0.33,0.606,13.6,45400.0,1,80.0,0.571,0.644,1,4.6,8,3.9,0,0,2,52.8,42.65,0,224,0
3,Enterprise,1,Enterprise,Europe,36-50,58.4,1096.13,81561.31,High Value,1470.15,1,60,> 2 years,0.392,0.255,48.8,19981.0,5,65.7,0.916,1.213,2,0.8,8,4.1,0,3,4,66.1,24.87,0,344,0
2,Mid-Market,1,Standard,North America,26-35,54.4,2125.02,73260.26,Mid Value,659.66,1,20,1-2 years,0.762,0.77,34.9,65410.0,4,88.8,-0.162,-0.2,0,3.3,9,3.3,0,0,1,84.9,79.02,0,132,0
1,SMB,0,Standard,North America,50+,22.3,95.27,3072.83,Low Value,160.74,3,12,6-12 months,0.168,0.206,5.0,270.0,2,55.7,-0.329,-0.298,20,7.3,2,2.6,0,3,0,18.8,-21.92,0,64,1
3,Enterprise,1,Enterprise,LATAM,50+,10.0,298.71,25253.05,High Value,114.02,3,21,1-2 years,0.01,0.445,4.1,3472.0,2,24.0,-0.978,-0.939,17,7.3,3,2.6,0,0,1,15.5,-2.28,0,-22,1
3,Enterprise,1,Premium,North America,50+,63.3,1354.48,130288.95,High Value,651.71,0,42,> 2 years,0.39,0.753,31.1,53711.0,2,62.5,0.772,0.542,0,3.1,7,4.7,0,0,3,95.0,18.16,0,276,0
3,Enterprise,1,Standard,North America,18-25,83.3,2013.55,202013.48,High Value,400.39,1,19,1-2 years,0.409,0.711,51.7,23453.0,7,31.2,0.579,0.396,5,2.1,8,4.9,1,0,3,100.0,68.66,0,293,0
1,SMB,2,Standard,Europe,18-25,76.9,1427.11,37347.71,Mid Value,963.24,1,46,> 2 years,0.513,0.673,63.6,35071.0,7,69.7,0.139,0.147,6,1.0,7,2.8,0,1,2,64.5,-9.09,0,297,0
1,SMB,0,Basic,APAC,26-35,10.0,480.79,5944.09,Low Value,195.68,4,11,6-12 months,0.023,0.391,7.4,1347.0,2,70.6,-0.011,0.007,18,7.4,3,2.5,1,2,1,51.7,-27.71,0,2,1
3,Enterprise,1,Basic,LATAM,26-35,84.4,2275.13,123308.75,High Value,912.18,1,24,1-2 years,0.502,0.525,7.2,26549.0,7,68.5,0.227,0.347,2,1.8,7,4.0,0,1,3,49.2,56.81,0,285,0
3,Enterprise,1,Premium,LATAM,36-50,47.6,1402.35,110209.15,High Value,257.59,1,33,> 2 years,0.654,0.812,12.3,60240.0,2,87.4,-0.136,-0.16,7,1.2,7,4.1,1,0,1,60.6,14.4,0,285,0
2,Mid-Market,1,Enterprise,Europe,36-50,61.0,1242.92,22870.02,Low Value,190.53,0,58,> 2 years,0.55,0.656,52.4,3248.0,10,58.0,0.476,0.355,2,0.2,5,3.9,1,1,4,65.6,9.15,0,85,0
2,Mid-Market,2,Basic,Europe,50+,64.3,913.67,22775.45,Low Value,82.0,0,70,> 2 years,0.28,0.479,27.1,60452.0,2,85.4,-0.161,-0.169,6,2.3,7,3.4,0,0,1,49.1,50.78,0,84,0
2,Mid-Market,0,Enterprise,North America,18-25,64.2,1168.12,38621.49,Mid Value,812.24,2,71,> 2 years,0.556,0.677,15.1,90743.0,4,81.8,0.87,0.804,6,1.6,7,4.7,0,0,4,52.3,-3.93,0,82,0
3,Enterprise,0,Premium,LATAM,26-35,73.4,2209.11,182879.26,High Value,863.92,0,27,> 2 years,0.457,0.745,52.0,21638.0,6,97.2,0.119,0.127,2,4.1,10,4.5,0,0,3,69.3,50.67,1,88,0
2,Mid-Market,1,Standard,North America,50+,40.9,1855.83,29756.2,Low Value,757.81,1,8,6-12 months,0.291,0.556,55.4,64013.0,1,98.2,-0.276,-0.334,1,0.2,8,4.7,0,2,4,65.8,29.46,0,179,0
2,Mid-Market,1,Enterprise,North America,26-35,40.0,1037.11,36924.57,Mid Value,1378.83,0,34,> 2 years,0.349,0.859,44.4,97426.0,7,90.6,0.474,0.458,4,1.8,6,3.2,1,2,2,74.0,9.5,0,109,0
1,SMB,0,Premium,LATAM,36-50,86.0,241.67,2133.88,Low Value,409.41,0,41,> 2 years,0.13,0.364,62.2,32169.0,11,51.9,0.568,0.496,0,1.5,9,2.3,1,1,4,51.8,23.65,0,192,0
2,Mid-Market,0,Premium,LATAM,36-50,89.9,2237.28,50625.66,Mid Value,358.76,1,52,> 2 years,0.554,0.321,30.1,55517.0,6,30.0,0.952,1.159,3,1.5,8,3.8,1,1,3,92.1,-1.47,0,296,0
3,Enterprise,1,Standard,Europe,18-25,57.8,2226.03,265534.04,High Value,882.76,0,18,1-2 years,0.568,0.395,12.0,95018.0,5,67.1,0.757,0.664,3,0.2,5,3.8,0,1,3,48.3,69.14,0,91,0
3,Enterprise,2,Premium,North America,36-50,48.9,1956.46,141062.64,High Value,1383.66,0,50,> 2 years,0.735,0.549,24.8,6942.0,5,42.7,-0.011,0.015,4,2.8,10,4.7,1,2,4,78.5,5.18,0,98,0
3,Enterprise,1,Standard,LATAM,50+,92.0,896.14,35261.29,Mid Value,274.75,0,28,> 2 years,0.568,0.665,42.3,5063.0,8,100.0,0.35,0.301,3,2.4,6,4.5,0,0,1,93.3,12.38,1,183,0
1,SMB,0,Standard,APAC,26-35,65.7,455.62,16990.21,Low Value,412.69,0,61,> 2 years,0.853,0.587,16.2,38456.0,3,85.9,0.361,0.429,5,3.3,5,4.0,1,1,1,46.9,66.3,0,143,0
3,Enterprise,1,Basic,North America,36-50,48.5,1960.04,181016.11,High Value,974.43,2,62,> 2 years,0.457,0.854,34.9,49884.0,11,73.0,-0.037,-0.078,5,1.2,6,4.7,1,0,2,76.7,50.07,0,162,0
1,SMB,1,Standard,North America,26-35,76.1,1021.81,30295.58,Low Value,384.61,1,8,6-12 months,0.754,0.869,12.3,20832.0,1,76.7,0.759,0.868,4,4.2,6,3.6,1,0,1,94.7,26.47,1,224,0
2,Mid-Market,0,Enterprise,LATAM,18-25,95.3,1229.4,26566.87,Low Value,661.27,0,58,> 2 years,0.584,0.355,40.4,25874.0,7,48.2,0.208,0.309,6,3.0,5,3.9,1,1,1,100.0,68.6,0,312,0
1,SMB,1,Standard,Europe,36-50,19.5,572.4,19417.43,High Value,29.63,2,8,6-12 months,0.199,0.285,2.2,3605.0,3,15.3,-0.786,-0.699,14,3.5,3,1.5,0,0,0,9.3,-18.54,1,38,1
2,Mid-Market,0,Basic,APAC,26-35,10.0,571.55,11043.52,Mid Value,33.86,1,20,1-2 years,0.041,0.156,14.8,2398.0,2,13.6,-0.977,-0.993,9,10.4,1,2.1,0,1,1,43.2,-0.96,0,-4,1
2,Mid-Market,1,Standard,Europe,36-50,70.8,988.07,32711.12,Low Value,511.62,0,10,6-12 months,0.243,0.691,63.2,55510.0,5,100.0,0.439,0.437,7,1.6,5,4.2,0,1,4,66.4,38.81,1,132,0
2,Mid-Market,0,Premium,North America,18-25,89.3,437.89,11512.87,Low Value,238.2,2,5,< 6 months,0.74,0.605,26.8,2485.0,8,49.3,0.288,0.255,2,2.6,10,4.8,1,0,1,74.9,70.74,0,128,0
3,Enterprise,1,Basic,LATAM,26-35,46.1,458.91,48249.85,High Value,82.98,4,1,< 6 months,0.049,0.067,6.4,2593.0,0,5.0,-0.771,-0.688,4,5.5,2,1.4,0,2,0,18.6,-12.84,1,86,1
1,SMB,0,Premium,APAC,36-50,50.3,1288.7,36581.43,Mid Value,337.67,0,15,1-2 years,0.636,0.87,43.6,89519.0,1,44.4,0.384,0.401,6,0.6,7,4.4,0,0,3,81.4,69.61,0,195,0
2,Mid-Market,1,Standard,LATAM,18-25,78.3,675.94,33677.48,Low Value,737.24,2,71,> 2 years,0.35,0.685,31.8,65700.0,2,88.7,0.051,0.233,6,4.3,6,3.3,0,0,4,84.6,4.81,0,150,0
3,Enterprise,1,Premium,Europe,18-25,65.3,898.84,72664.65,Mid Value,617.1,0,31,> 2 years,0.527,0.71,7.0,57253.0,4,87.1,0.171,0.041,6,1.0,6,4.1,0,2,4,99.1,21.15,0,89,0
3,Enterprise,0,Standard,North America,36-50,88.0,976.87,67789.67,Mid Value,1161.18,0,33,> 2 years,0.566,0.368,17.1,67016.0,4,57.5,0.254,0.134,1,2.4,5,3.9,1,0,3,72.8,51.76,0,196,0
2,Mid-Market,1,Premium,LATAM,26-35,80.0,1522.28,87378.94,High Value,546.28,1,70,> 2 years,0.532,0.72,38.5,96415.0,1,87.7,0.331,0.314,6,0.3,7,4.2,1,1,3,100.0,30.28,0,201,0
1,SMB,2,Standard,LATAM,36-50,66.6,2162.28,52672.65,Mid Value,688.07,0,14,1-2 years,0.507,0.508,41.6,73800.0,6,55.7,-0.202,-0.312,5,1.3,7,4.2,1,0,1,93.2,9.84,1,305,0
3,Enterprise,1,Standard,Europe,36-50,73.0,1279.11,103599.8,High Value,15.35,1,29,> 2 years,0.295,0.754,25.1,82448.0,3,38.4,-0.089,-0.135,5,1.9,6,4.1,1,0,2,62.4,11.28,0,199,0
2,Mid-Market,1,Standard,APAC,26-35,53.3,1281.02,28381.16,Low Value,1339.45,0,14,1-2 years,0.566,0.723,46.5,88240.0,4,84.0,0.728,0.65,7,3.1,7,3.9,1,1,3,63.3,54.58,0,188,0
3,Enterprise,1,Enterprise,North America,50+,78.0,2486.85,67267.82,Mid Value,1158.41,0,18,1-2 years,0.44,0.348,14.9,9444.0,6,69.9,1.011,1.214,0,0.8,9,4.4,1,1,3,98.4,44.26,0,44,0
3,Enterprise,1,Enterprise,APAC,18-25,74.4,2001.04,237009.97,High Value,244.89,0,8,6-12 months,0.747,0.583,6.6,70716.0,2,67.2,0.335,0.366,6,3.2,10,3.2,1,1,2,49.5,81.34,0,207,0
1,SMB,1,Basic,LATAM,26-35,46.1,726.91,26180.97,Low Value,100.81,0,49,> 2 years,0.411,0.449,33.3,33510.0,10,53.8,0.653,0.714,3,3.1,5,4.1,1,1,3,73.7,13.08,0,147,0
2,Mid-Market,0,Basic,North America,50+,39.7,486.64,24068.63,High Value,192.66,3,18,1-2 years,0.268,0.124,12.6,3085.0,2,51.6,-0.71,-0.563,20,9.0,3,2.7,0,1,0,42.7,-9.85,1,39,1
3,Enterprise,0,Standard,APAC,50+,81.1,2045.79,170670.88,High Value,364.88,0,13,1-2 years,0.526,0.761,27.9,28602.0,6,77.3,-0.071,-0.074,3,2.2,9,3.1,0,0,4,78.8,20.18,0,174,0
3,Enterprise,0,Premium,LATAM,18-25,47.8,2392.76,208605.96,High Value,1286.63,0,64,> 2 years,0.353,0.544,14.3,37935.0,2,85.7,0.284,0.312,6,1.8,5,4.8,1,0,1,64.0,28.13,0,143,0
1,SMB,1,Basic,APAC,50+,41.0,218.94,7663.14,Mid Value,64.42,3,16,1-2 years,0.285,0.371,9.0,652.0,1,61.6,-0.508,-0.398,8,6.8,6,1.9,0,1,2,21.7,-8.16,1,89,1
1,SMB,0,Enterprise,APAC,50+,44.7,227.85,7366.12,Mid Value,81.32,4,4,< 6 months,0.099,0.605,14.6,4203.0,1,28.0,-0.514,-0.478,20,11.6,7,2.0,1,2,2,43.0,-0.74,0,77,1
2,Mid-Market,1,Basic,Europe,26-35,74.4,751.1,41173.96,Mid Value,787.62,1,51,> 2 years,0.509,0.628,27.2,36694.0,4,58.8,-0.194,-0.144,4,3.0,5,4.4,1,0,1,56.5,45.31,0,204,0
2,Mid-Market,1,Enterprise,Europe,26-35,81.0,1234.92,87372.61,High Value,222.51,1,36,> 2 years,0.594,0.432,55.4,51231.0,8,45.8,0.231,0.262,4,4.5,9,3.2,1,0,2,79.0,58.15,0,180,0
2,Mid-Market,1,Standard,LATAM,50+,93.2,128.8,9410.2,Low Value,695.04,1,41,> 2 years,0.513,0.404,24.3,29119.0,9,86.3,0.688,0.876,6,2.4,6,3.2,1,0,4,67.2,1.79,0,185,0
2,Mid-Market,1,Standard,North America,36-50,90.1,2028.2,136260.64,High Value,435.58,1,16,1-2 years,0.453,0.703,23.2,15452.0,5,74.6,0.423,0.523,7,3.4,6,4.0,1,0,3,79.6,45.31,0,144,0
2,Mid-Market,1,Enterprise,Europe,36-50,53.2,2058.9,100944.11,High Value,204.92,0,55,> 2 years,0.45,0.602,7.4,85522.0,8,69.5,0.739,0.584,1,4.0,10,4.4,1,1,3,64.7,-0.13,0,91,0
2,Mid-Market,2,Standard,APAC,18-25,86.3,2159.22,133538.65,High Value,1483.46,0,66,> 2 years,0.447,0.289,48.0,7700.0,10,70.3,0.246,0.275,6,3.6,6,4.1,0,0,3,75.4,7.09,0,363,0
2,Mid-Market,1,Basic,Europe,26-35,59.1,1365.44,99558.83,High Value,1091.26,1,12,6-12 months,0.636,0.642,15.7,51417.0,9,100.0,0.611,0.613,2,2.6,10,4.6,1,0,3,90.5,25.73,0,357,0
2,Mid-Market,0,Premium,Europe,26-35,77.7,1209.06,29276.28,Low Value,1190.62,0,8,6-12 months,0.508,0.545,39.3,29988.0,9,57.8,0.689,0.689,6,2.6,8,3.8,1,0,4,98.1,4.57,0,35,0
2,Mid-Market,2,Premium,APAC,50+,27.7,137.39,7767.32,Mid Value,84.06,1,20,1-2 years,0.536,0.506,0.3,1704.0,3,5.0,-0.79,-0.952,8,11.5,5,2.1,0,0,1,13.2,-2.32,1,59,1
2,Mid-Market,0,Basic,North America,18-25,47.9,803.77,57161.7,Mid Value,1386.62,0,11,6-12 months,0.509,0.755,58.8,21594.0,6,81.8,0.869,0.834,6,0.9,9,3.6,1,1,2,86.4,47.71,0,133,0
3,Enterprise,1,Standard,APAC,36-50,58.9,669.81,77293.13,High Value,181.31,0,49,> 2 years,0.273,0.831,38.3,93772.0,3,50.1,0.267,0.294,7,3.5,7,3.4,0,0,4,80.4,31.53,0,167,0
1,SMB,1,Enterprise,LATAM,18-25,69.5,2207.89,49748.84,Mid Value,1039.33,0,51,> 2 years,0.478,0.717,51.7,59180.0,3,83.1,0.444,0.42,7,3.5,8,4.4,1,1,4,52.9,71.06,0,158,0
2,Mid-Market,1,Premium,APAC,18-25,55.4,2219.74,45388.74,Mid Value,344.52,1,27,> 2 years,0.595,0.737,9.2,9022.0,5,87.0,0.591,0.797,5,3.2,7,3.6,1,0,3,64.6,76.13,1,241,0
2,Mid-Market,0,Basic,North America,36-50,71.2,2011.09,108538.28,High Value,1188.76,0,39,> 2 years,0.297,0.66,41.1,92287.0,5,83.1,0.323,0.422,6,1.1,10,2.7,1,0,4,89.3,64.81,0,285,0
2,Mid-Market,0,Premium,North America,18-25,66.3,1603.01,104017.77,High Value,473.64,0,39,> 2 years,0.187,0.568,46.9,54029.0,7,57.0,0.444,0.468,7,0.5,5,3.8,1,0,1,91.6,76.77,0,328,0
3,Enterprise,1,Standard,Europe,36-50,79.5,939.05,81395.23,High Value,130.12,2,16,1-2 years,0.397,0.823,24.6,2622.0,7,57.3,0.802,0.682,5,1.1,6,4.7,1,1,4,72.2,69.1,0,282,0
3,Enterprise,0,Standard,North America,36-50,77.9,889.29,35505.09,Mid Value,174.76,0,7,6-12 months,0.419,0.538,33.0,86097.0,4,82.0,1.013,0.734,7,4.2,10,4.1,1,0,4,96.0,45.43,0,324,0
2,Mid-Market,0,Standard,North America,36-50,15.0,124.79,3612.36,Low Value,102.81,1,15,1-2 years,0.052,0.463,9.8,418.0,2,49.4,-0.066,0.032,11,7.2,1,2.9,0,2,0,35.3,1.25,0,-24,1
2,Mid-Market,2,Premium,Europe,36-50,54.2,1783.53,73578.72,Mid Value,874.27,1,65,> 2 years,0.821,0.857,26.2,44182.0,5,74.5,0.271,0.274,5,3.8,10,4.2,0,0,2,93.8,22.48,0,164,0
1,SMB,0,Basic,APAC,50+,34.3,496.48,12233.99,Mid Value,143.36,4,14,1-2 years,0.01,0.295,10.6,1208.0,2,11.4,-0.392,-0.398,3,5.9,1,2.7,0,1,1,48.9,-26.71,1,-26,1
1,SMB,1,Premium,North America,36-50,47.6,2460.32,30911.92,Low Value,1133.91,2,57,> 2 years,0.654,0.51,62.1,15199.0,2,69.9,0.39,0.604,6,4.7,5,4.7,1,0,1,85.5,22.44,0,310,0
2,Mid-Market,0,Basic,North America,36-50,66.4,1842.37,65686.55,Mid Value,821.91,0,46,> 2 years,0.536,0.589,32.8,86625.0,8,77.5,0.851,0.564,3,0.8,7,4.1,0,0,3,62.3,41.0,0,67,0
2,Mid-Market,0,Standard,North America,36-50,40.0,2307.61,100990.02,High Value,964.97,1,28,> 2 years,0.577,0.824,40.1,29000.0,7,90.8,-0.217,-0.192,6,2.3,8,4.5,1,0,4,70.2,54.74,0,179,0
3,Enterprise,1,Basic,North America,18-25,91.4,2245.47,121847.13,High Value,493.23,0,47,> 2 years,0.536,0.422,38.1,51306.0,4,34.3,0.566,0.484,4,4.4,9,4.7,0,0,3,80.3,42.97,0,267,0
2,Mid-Market,1,Enterprise,LATAM,18-25,58.4,1738.57,78070.95,High Value,631.05,0,65,> 2 years,0.291,0.625,25.1,4956.0,3,64.6,-0.092,-0.124,0,1.8,10,4.5,1,2,2,65.3,-2.54,0,320,0
1,SMB,1,Premium,APAC,18-25,82.6,1950.08,49198.54,Mid Value,1034.59,0,23,1-2 years,0.499,0.522,51.1,91202.0,4,69.9,0.773,0.682,5,3.5,8,5.0,1,0,3,64.7,9.58,1,305,0
1,SMB,0,Enterprise,Europe,26-35,79.9,606.52,11301.7,Low Value,483.54,0,36,> 2 years,0.698,0.709,36.0,21104.0,8,91.9,0.371,0.334,1,0.6,6,4.3,1,0,3,83.3,-0.87,0,173,0
1,SMB,2,Basic,North America,26-35,62.7,2189.29,41818.24,Mid Value,179.56,1,36,> 2 years,0.511,0.463,35.6,15538.0,10,86.4,0.792,0.75,4,1.1,9,3.6,0,0,2,92.0,21.06,0,300,0
2,Mid-Market,1,Premium,Europe,18-25,50.0,1730.46,78509.68,High Value,905.86,3,35,> 2 years,0.513,0.256,9.2,5701.0,6,40.3,0.576,0.702,5,2.7,7,4.1,1,0,3,90.2,69.28,0,302,0
1,SMB,1,Basic,North America,26-35,22.4,470.52,12650.47,Mid Value,150.88,4,15,1-2 years,0.098,0.219,13.1,2779.0,0,12.2,-0.912,-1.084,11,7.1,6,2.1,0,3,0,26.5,-16.9,0,0,1
